Date-Time,Region,Facility,Entrance,Entries,Exits
10/3/17 12:00 AM,UC Berkeley,DOE STACKS,Stacks East,990,1001
10/3/17 12:00 AM,UC Berkeley,EAL Library,EAL,0,0
10/3/17 12:00 AM,UC Berkeley,EART Library,Earth North,158,189
10/3/17 12:00 AM,UC Berkeley,EART Library,Earth South,175,139
10/3/17 12:00 AM,UC Berkeley,MOFF Library,Moffit Entry,5017,67
10/3/17 12:00 AM,UC Berkeley,MOFF Library,Moffit Exit,17,4559
10/3/17 12:00 AM,UC Berkeley,MOFF Library,Moffitt 4th,3768,4054
10/3/17 12:00 AM,UC Berkeley,NEWS Library,News,103,103
10/4/17 12:00 AM,UC Berkeley,BANC Library,Bancroft,715,776
10/4/17 12:00 AM,UC Berkeley,DOE Library,Doe North,2364,2266
10/4/17 12:00 AM,UC Berkeley,DOE Library,Doe South,1777,1980
10/4/17 12:00 AM,UC Berkeley,DOE STACKS,Moffit Corridor,1882,1935
10/4/17 12:00 AM,UC Berkeley,DOE STACKS,Stacks East,977,1032
10/4/17 12:00 AM,UC Berkeley,EAL Library,EAL,0,0
10/4/17 12:00 AM,UC Berkeley,EART Library,Earth North,185,235
10/4/17 12:00 AM,UC Berkeley,EART Library,Earth South,214,161
10/4/17 12:00 AM,UC Berkeley,MOFF Library,Moffit Entry,5057,77
10/4/17 12:00 AM,UC Berkeley,MOFF Library,Moffit Exit,22,4475
10/4/17 12:00 AM,UC Berkeley,MOFF Library,Moffitt 4th,4094,4424
10/4/17 12:00 AM,UC Berkeley,NEWS Library,News,90,92
10/5/17 12:00 AM,UC Berkeley,BANC Library,Bancroft,748,710
10/5/17 12:00 AM,UC Berkeley,DOE Library,Doe North,2347,2169
10/5/17 12:00 AM,UC Berkeley,DOE Library,Doe South,2029,2138
10/5/17 12:00 AM,UC Berkeley,DOE STACKS,Moffit Corridor,1567,1443
10/5/17 12:00 AM,UC Berkeley,DOE STACKS,Stacks East,934,936
10/5/17 12:00 AM,UC Berkeley,EAL Library,EAL,0,0
10/5/17 12:00 AM,UC Berkeley,EART Library,Earth North,94,136
10/5/17 12:00 AM,UC Berkeley,EART Library,Earth South,155,116
10/5/17 12:00 AM,UC Berkeley,MOFF Library,Moffit Entry,4388,59
10/5/17 12:00 AM,UC Berkeley,MOFF Library,Moffit Exit,27,4024
10/5/17 12:00 AM,UC Berkeley,MOFF Library,Moffitt 4th,3653,4059
10/5/17 12:00 AM,UC Berkeley,NEWS Library,News,97,94
10/6/17 12:00 AM,UC Berkeley,BANC Library,Bancroft,602,614
10/6/17 12:00 AM,UC Berkeley,DOE Library,Doe North,1935,1817
10/6/17 12:00 AM,UC Berkeley,DOE Library,Doe South,1321,1470
10/6/17 12:00 AM,UC Berkeley,DOE STACKS,Moffit Corridor,933,802
10/6/17 12:00 AM,UC Berkeley,DOE STACKS,Stacks East,733,781
10/6/17 12:00 AM,UC Berkeley,EAL Library,EAL,0,0
10/6/17 12:00 AM,UC Berkeley,EART Library,Earth North,94,85
10/6/17 12:00 AM,UC Berkeley,EART Library,Earth South,108,117
10/6/17 12:00 AM,UC Berkeley,MOFF Library,Moffit Entry,2764,78
10/6/17 12:00 AM,UC Berkeley,MOFF Library,Moffit Exit,33,2621
10/6/17 12:00 AM,UC Berkeley,MOFF Library,Moffitt 4th,2610,3230
10/6/17 12:00 AM,UC Berkeley,NEWS Library,News,119,123
10/7/17 12:00 AM,UC Berkeley,BANC Library,Bancroft,4,4
10/7/17 12:00 AM,UC Berkeley,DOE Library,Doe North,1163,1083
10/7/17 12:00 AM,UC Berkeley,DOE Library,Doe South,628,587
10/7/17 12:00 AM,UC Berkeley,DOE STACKS,Moffit Corridor,1114,1018
10/7/17 12:00 AM,UC Berkeley,DOE STACKS,Stacks East,434,327
10/7/17 12:00 AM,UC Berkeley,EAL Library,EAL,0,0
10/7/17 12:00 AM,UC Berkeley,EART Library,Earth North,0,0
10/7/17 12:00 AM,UC Berkeley,EART Library,Earth South,0,0
10/7/17 12:00 AM,UC Berkeley,MOFF Library,Moffit Entry,1843,19
10/7/17 12:00 AM,UC Berkeley,MOFF Library,Moffit Exit,20,1851
10/7/17 12:00 AM,UC Berkeley,MOFF Library,Moffitt 4th,1565,1594
10/7/17 12:00 AM,UC Berkeley,NEWS Library,News,0,0
10/8/17 12:00 AM,UC Berkeley,BANC Library,Bancroft,1,1
10/8/17 12:00 AM,UC Berkeley,DOE Library,Doe North,1107,953
10/8/17 12:00 AM,UC Berkeley,DOE Library,Doe South,559,670
10/8/17 12:00 AM,UC Berkeley,DOE STACKS,Moffit Corridor,1131,1316
10/8/17 12:00 AM,UC Berkeley,DOE STACKS,Stacks East,469,455
10/8/17 12:00 AM,UC Berkeley,EAL Library,EAL,0,0
10/8/17 12:00 AM,UC Berkeley,EART Library,Earth North,0,0
10/8/17 12:00 AM,UC Berkeley,EART Library,Earth South,0,0
10/8/17 12:00 AM,UC Berkeley,MOFF Library,Moffit Entry,2641,35
10/8/17 12:00 AM,UC Berkeley,MOFF Library,Moffit Exit,14,2290
10/8/17 12:00 AM,UC Berkeley,MOFF Library,Moffitt 4th,2702,2345
10/8/17 12:00 AM,UC Berkeley,NEWS Library,News,0,0
10/9/17 12:00 AM,UC Berkeley,BANC Library,Bancroft,855,888
10/9/17 12:00 AM,UC Berkeley,DOE Library,Doe North,2353,2215
10/9/17 12:00 AM,UC Berkeley,DOE Library,Doe South,1776,1931
10/9/17 12:00 AM,UC Berkeley,DOE STACKS,Moffit Corridor,1881,1937
10/9/17 12:00 AM,UC Berkeley,DOE STACKS,Stacks East,988,965
10/9/17 12:00 AM,UC Berkeley,EAL Library,EAL,0,0
10/9/17 12:00 AM,UC Berkeley,EART Library,Earth North,159,211
10/9/17 12:00 AM,UC Berkeley,EART Library,Earth South,215,160
10/9/17 12:00 AM,UC Berkeley,MOFF Library,Moffit Entry,4962,111
10/9/17 12:00 AM,UC Berkeley,MOFF Library,Moffit Exit,16,4474
10/9/17 12:00 AM,UC Berkeley,MOFF Library,Moffitt 4th,4111,4148
10/9/17 12:00 AM,UC Berkeley,NEWS Library,News,105,108
10/10/17 12:00 AM,UC Berkeley,BANC Library,Bancroft,743,762
10/10/17 12:00 AM,UC Berkeley,DOE Library,Doe North,2396,2341
10/10/17 12:00 AM,UC Berkeley,DOE Library,Doe South,1815,1942
10/10/17 12:00 AM,UC Berkeley,DOE STACKS,Moffit Corridor,2098,2114
10/10/17 12:00 AM,UC Berkeley,DOE STACKS,Stacks East,1012,1069
10/10/17 12:00 AM,UC Berkeley,EAL Library,EAL,0,0
10/10/17 12:00 AM,UC Berkeley,EART Library,Earth North,133,156
10/10/17 12:00 AM,UC Berkeley,EART Library,Earth South,143,118
10/10/17 12:00 AM,UC Berkeley,MOFF Library,Moffit Entry,5372,99
10/10/17 12:00 AM,UC Berkeley,MOFF Library,Moffit Exit,26,5053
10/10/17 12:00 AM,UC Berkeley,MOFF Library,Moffitt 4th,4224,4253
10/10/17 12:00 AM,UC Berkeley,NEWS Library,News,118,123
10/11/17 12:00 AM,UC Berkeley,BANC Library,Bancroft,747,764
10/11/17 12:00 AM,UC Berkeley,DOE Library,Doe North,2383,2325
10/11/17 12:00 AM,UC Berkeley,DOE Library,Doe South,1819,1876
10/11/17 12:00 AM,UC Berkeley,DOE STACKS,Moffit Corridor,2063,1971
10/11/17 12:00 AM,UC Berkeley,DOE STACKS,Stacks East,1008,998
10/11/17 12:00 AM,UC Berkeley,EAL Library,EAL,0,0
10/11/17 12:00 AM,UC Berkeley,EART Library,Earth North,139,200
10/11/17 12:00 AM,UC Berkeley,EART Library,Earth South,196,136
10/11/17 12:00 AM,UC Berkeley,MOFF Library,Moffit Entry,5390,82
10/11/17 12:00 AM,UC Berkeley,MOFF Library,Moffit Exit,25,5180
10/11/17 12:00 AM,UC Berkeley,MOFF Library,Moffitt 4th,4233,4240
10/11/17 12:00 AM,UC Berkeley,NEWS Library,News,87,91
10/12/17 12:00 AM,UC Berkeley,BANC Library,Bancroft,837,784
10/12/17 12:00 AM,UC Berkeley,DOE Library,Doe North,2005,1897
10/12/17 12:00 AM,UC Berkeley,DOE Library,Doe South,1695,1736
10/12/17 12:00 AM,UC Berkeley,DOE STACKS,Moffit Corridor,1459,1342
10/12/17 12:00 AM,UC Berkeley,DOE STACKS,Stacks East,885,902
10/12/17 12:00 AM,UC Berkeley,EAL Library,EAL,0,0
10/12/17 12:00 AM,UC Berkeley,EART Library,Earth North,113,157
10/12/17 12:00 AM,UC Berkeley,EART Library,Earth South,141,104
10/12/17 12:00 AM,UC Berkeley,MOFF Library,Moffit Entry,4153,76
10/12/17 12:00 AM,UC Berkeley,MOFF Library,Moffit Exit,13,3748
10/12/17 12:00 AM,UC Berkeley,MOFF Library,Moffitt 4th,3321,3841
10/12/17 12:00 AM,UC Berkeley,NEWS Library,News,111,111
10/13/17 12:00 AM,UC Berkeley,BANC Library,Bancroft,762,625
10/13/17 12:00 AM,UC Berkeley,DOE Library,Doe North,2232,1912
10/13/17 12:00 AM,UC Berkeley,DOE Library,Doe South,1450,1641
10/13/17 12:00 AM,UC Berkeley,DOE STACKS,Moffit Corridor,905,793
10/13/17 12:00 AM,UC Berkeley,DOE STACKS,Stacks East,682,739
10/13/17 12:00 AM,UC Berkeley,EAL Library,EAL,0,0
10/13/17 12:00 AM,UC Berkeley,EART Library,Earth North,83,80
10/13/17 12:00 AM,UC Berkeley,EART Library,Earth South,89,92
10/13/17 12:00 AM,UC Berkeley,MOFF Library,Moffit Entry,2578,64
10/13/17 12:00 AM,UC Berkeley,MOFF Library,Moffit Exit,23,2415
10/13/17 12:00 AM,UC Berkeley,MOFF Library,Moffitt 4th,2403,2962
10/13/17 12:00 AM,UC Berkeley,NEWS Library,News,88,87
10/14/17 12:00 AM,UC Berkeley,BANC Library,Bancroft,1,1
10/14/17 12:00 AM,UC Berkeley,DOE Library,Doe North,959,814
10/14/17 12:00 AM,UC Berkeley,DOE Library,Doe South,551,580
10/14/17 12:00 AM,UC Berkeley,DOE STACKS,Moffit Corridor,1074,951
10/14/17 12:00 AM,UC Berkeley,DOE STACKS,Stacks East,471,360
10/14/17 12:00 AM,UC Berkeley,EAL Library,EAL,0,0
10/14/17 12:00 AM,UC Berkeley,EART Library,Earth North,0,0
10/14/17 12:00 AM,UC Berkeley,EART Library,Earth South,0,0
10/14/17 12:00 AM,UC Berkeley,MOFF Library,Moffit Entry,2030,16
10/14/17 12:00 AM,UC Berkeley,MOFF Library,Moffit Exit,25,1929
10/14/17 12:00 AM,UC Berkeley,MOFF Library,Moffitt 4th,1571,1760
10/14/17 12:00 AM,UC Berkeley,NEWS Library,News,0,0
10/15/17 12:00 AM,UC Berkeley,BANC Library,Bancroft,1,1
10/15/17 12:00 AM,UC Berkeley,DOE Library,Doe North,1075,928
10/15/17 12:00 AM,UC Berkeley,DOE Library,Doe South,480,610
10/15/17 12:00 AM,UC Berkeley,DOE STACKS,Moffit Corridor,1191,1347
10/15/17 12:00 AM,UC Berkeley,DOE STACKS,Stacks East,478,466
10/15/17 12:00 AM,UC Berkeley,EAL Library,EAL,0,0
10/15/17 12:00 AM,UC Berkeley,EART Library,Earth North,0,1
10/15/17 12:00 AM,UC Berkeley,EART Library,Earth South,1,0
10/15/17 12:00 AM,UC Berkeley,MOFF Library,Moffit Entry,2685,30
10/15/17 12:00 AM,UC Berkeley,MOFF Library,Moffit Exit,29,2381
10/15/17 12:00 AM,UC Berkeley,MOFF Library,Moffitt 4th,2649,2278
10/15/17 12:00 AM,UC Berkeley,NEWS Library,News,0,0
10/16/17 12:00 AM,UC Berkeley,BANC Library,Bancroft,814,845
10/16/17 12:00 AM,UC Berkeley,DOE Library,Doe North,2141,2080
10/16/17 12:00 AM,UC Berkeley,DOE Library,Doe South,1736,1845
10/16/17 12:00 AM,UC Berkeley,DOE STACKS,Moffit Corridor,1833,1896
10/16/17 12:00 AM,UC Berkeley,DOE STACKS,Stacks East,1035,1072
10/16/17 12:00 AM,UC Berkeley,EAL Library,EAL,0,0
10/16/17 12:00 AM,UC Berkeley,EART Library,Earth North,118,183
10/16/17 12:00 AM,UC Berkeley,EART Library,Earth South,220,161
10/16/17 12:00 AM,UC Berkeley,MOFF Library,Moffit Entry,4838,71
10/16/17 12:00 AM,UC Berkeley,MOFF Library,Moffit Exit,25,4291
10/16/17 12:00 AM,UC Berkeley,MOFF Library,Moffitt 4th,3872,4153
10/16/17 12:00 AM,UC Berkeley,NEWS Library,News,102,101
10/17/17 12:00 AM,UC Berkeley,BANC Library,Bancroft,725,714
10/17/17 12:00 AM,UC Berkeley,DOE Library,Doe North,2174,2052
10/17/17 12:00 AM,UC Berkeley,DOE Library,Doe South,1658,1745
10/17/17 12:00 AM,UC Berkeley,DOE STACKS,Moffit Corridor,1838,1758
10/17/17 12:00 AM,UC Berkeley,DOE STACKS,Stacks East,977,990
10/17/17 12:00 AM,UC Berkeley,EAL Library,EAL,0,0
10/17/17 12:00 AM,UC Berkeley,EART Library,Earth North,120,163
10/17/17 12:00 AM,UC Berkeley,EART Library,Earth South,155,119
10/17/17 12:00 AM,UC Berkeley,MOFF Library,Moffit Entry,4897,103
10/17/17 12:00 AM,UC Berkeley,MOFF Library,Moffit Exit,23,4495
10/17/17 12:00 AM,UC Berkeley,MOFF Library,Moffitt 4th,3822,4036
10/17/17 12:00 AM,UC Berkeley,NEWS Library,News,105,104
10/18/17 12:00 AM,UC Berkeley,BANC Library,Bancroft,716,814
10/18/17 12:00 AM,UC Berkeley,DOE Library,Doe North,2253,2180
10/18/17 12:00 AM,UC Berkeley,DOE Library,Doe South,1726,1931
10/18/17 12:00 AM,UC Berkeley,DOE STACKS,Moffit Corridor,1729,1786
10/18/17 12:00 AM,UC Berkeley,DOE STACKS,Stacks East,918,970
10/18/17 12:00 AM,UC Berkeley,EAL Library,EAL,0,0
10/18/17 12:00 AM,UC Berkeley,EART Library,Earth North,157,219
10/18/17 12:00 AM,UC Berkeley,EART Library,Earth South,219,164
10/18/17 12:00 AM,UC Berkeley,MOFF Library,Moffit Entry,4827,95
10/18/17 12:00 AM,UC Berkeley,MOFF Library,Moffit Exit,19,4261
10/18/17 12:00 AM,UC Berkeley,MOFF Library,Moffitt 4th,3991,4383
10/18/17 12:00 AM,UC Berkeley,NEWS Library,News,108,109
10/19/17 12:00 AM,UC Berkeley,BANC Library,Bancroft,596,659
10/19/17 12:00 AM,UC Berkeley,DOE Library,Doe North,2019,1929
10/19/17 12:00 AM,UC Berkeley,DOE Library,Doe South,1590,1701
10/19/17 12:00 AM,UC Berkeley,DOE STACKS,Moffit Corridor,1409,1255
10/19/17 12:00 AM,UC Berkeley,DOE STACKS,Stacks East,816,831
10/19/17 12:00 AM,UC Berkeley,EAL Library,EAL,0,0
10/19/17 12:00 AM,UC Berkeley,EART Library,Earth North,131,167
10/19/17 12:00 AM,UC Berkeley,EART Library,Earth South,179,140
10/19/17 12:00 AM,UC Berkeley,MOFF Library,Moffit Entry,4013,64
10/19/17 12:00 AM,UC Berkeley,MOFF Library,Moffit Exit,22,3679
10/19/17 12:00 AM,UC Berkeley,MOFF Library,Moffitt 4th,3245,3748
10/19/17 12:00 AM,UC Berkeley,NEWS Library,News,81,80
10/20/17 12:00 AM,UC Berkeley,BANC Library,Bancroft,887,950
10/20/17 12:00 AM,UC Berkeley,DOE Library,Doe North,2487,2290
10/20/17 12:00 AM,UC Berkeley,DOE Library,Doe South,1693,1905
10/20/17 12:00 AM,UC Berkeley,DOE STACKS,Moffit Corridor,888,743
10/20/17 12:00 AM,UC Berkeley,DOE STACKS,Stacks East,812,819
10/20/17 12:00 AM,UC Berkeley,EAL Library,EAL,0,0
10/20/17 12:00 AM,UC Berkeley,EART Library,Earth North,91,130
10/20/17 12:00 AM,UC Berkeley,EART Library,Earth South,141,102
10/20/17 12:00 AM,UC Berkeley,MOFF Library,Moffit Entry,2582,75
10/20/17 12:00 AM,UC Berkeley,MOFF Library,Moffit Exit,26,2440
10/20/17 12:00 AM,UC Berkeley,MOFF Library,Moffitt 4th,2458,2938
10/20/17 12:00 AM,UC Berkeley,NEWS Library,News,105,105
10/21/17 12:00 AM,UC Berkeley,BANC Library,Bancroft,1048,966
10/21/17 12:00 AM,UC Berkeley,DOE Library,Doe North,2266,1885
10/21/17 12:00 AM,UC Berkeley,DOE Library,Doe South,867,1060
10/21/17 12:00 AM,UC Berkeley,DOE STACKS,Moffit Corridor,1020,944
10/21/17 12:00 AM,UC Berkeley,DOE STACKS,Stacks East,570,503
10/21/17 12:00 AM,UC Berkeley,EAL Library,EAL,0,0
10/21/17 12:00 AM,UC Berkeley,EART Library,Earth North,0,0
10/21/17 12:00 AM,UC Berkeley,EART Library,Earth South,0,0
10/21/17 12:00 AM,UC Berkeley,MOFF Library,Moffit Entry,1913,40
10/21/17 12:00 AM,UC Berkeley,MOFF Library,Moffit Exit,27,1789
10/21/17 12:00 AM,UC Berkeley,MOFF Library,Moffitt 4th,1559,1704
10/21/17 12:00 AM,UC Berkeley,NEWS Library,News,4,4
10/22/17 12:00 AM,UC Berkeley,BANC Library,Bancroft,4,4
10/22/17 12:00 AM,UC Berkeley,DOE Library,Doe North,1209,1004
10/22/17 12:00 AM,UC Berkeley,DOE Library,Doe South,565,748
10/22/17 12:00 AM,UC Berkeley,DOE STACKS,Moffit Corridor,1113,1292
10/22/17 12:00 AM,UC Berkeley,DOE STACKS,Stacks East,547,577
10/22/17 12:00 AM,UC Berkeley,EAL Library,EAL,0,0
10/22/17 12:00 AM,UC Berkeley,EART Library,Earth North,1,2
10/22/17 12:00 AM,UC Berkeley,EART Library,Earth South,3,2
10/22/17 12:00 AM,UC Berkeley,MOFF Library,Moffit Entry,2678,38
10/22/17 12:00 AM,UC Berkeley,MOFF Library,Moffit Exit,16,2285
10/22/17 12:00 AM,UC Berkeley,MOFF Library,Moffitt 4th,2593,2302
10/22/17 12:00 AM,UC Berkeley,NEWS Library,News,0,0
10/23/17 12:00 AM,UC Berkeley,BANC Library,Bancroft,693,709
10/23/17 12:00 AM,UC Berkeley,DOE Library,Doe North,2228,2150
10/23/17 12:00 AM,UC Berkeley,DOE Library,Doe South,1615,1758
10/23/17 12:00 AM,UC Berkeley,DOE STACKS,Moffit Corridor,1767,1859
10/23/17 12:00 AM,UC Berkeley,DOE STACKS,Stacks East,938,995
10/23/17 12:00 AM,UC Berkeley,EAL Library,EAL,0,0
10/23/17 12:00 AM,UC Berkeley,EART Library,Earth North,134,182
10/23/17 12:00 AM,UC Berkeley,EART Library,Earth South,189,138
10/23/17 12:00 AM,UC Berkeley,MOFF Library,Moffit Entry,4828,64
10/23/17 12:00 AM,UC Berkeley,MOFF Library,Moffit Exit,26,4326
10/23/17 12:00 AM,UC Berkeley,MOFF Library,Moffitt 4th,3842,4047
10/23/17 12:00 AM,UC Berkeley,NEWS Library,News,91,92
10/24/17 12:00 AM,UC Berkeley,BANC Library,Bancroft,700,721
10/24/17 12:00 AM,UC Berkeley,DOE Library,Doe North,2052,1884
10/24/17 12:00 AM,UC Berkeley,DOE Library,Doe South,1645,1793
10/24/17 12:00 AM,UC Berkeley,DOE STACKS,Moffit Corridor,1959,1915
10/24/17 12:00 AM,UC Berkeley,DOE STACKS,Stacks East,1006,991
10/24/17 12:00 AM,UC Berkeley,EAL Library,EAL,0,0
10/24/17 12:00 AM,UC Berkeley,EART Library,Earth North,162,190
10/24/17 12:00 AM,UC Berkeley,EART Library,Earth South,186,158
10/24/17 12:00 AM,UC Berkeley,MOFF Library,Moffit Entry,5163,102
10/24/17 12:00 AM,UC Berkeley,MOFF Library,Moffit Exit,24,4570
10/24/17 12:00 AM,UC Berkeley,MOFF Library,Moffitt 4th,3789,4194
10/24/17 12:00 AM,UC Berkeley,NEWS Library,News,120,117
10/25/17 12:00 AM,UC Berkeley,BANC Library,Bancroft,697,785
10/25/17 12:00 AM,UC Berkeley,DOE Library,Doe North,2210,2142
10/25/17 12:00 AM,UC Berkeley,DOE Library,Doe South,1780,1972
10/25/17 12:00 AM,UC Berkeley,DOE STACKS,Moffit Corridor,2027,2094
10/25/17 12:00 AM,UC Berkeley,DOE STACKS,Stacks East,1038,1093
10/25/17 12:00 AM,UC Berkeley,EAL Library,EAL,0,0
10/25/17 12:00 AM,UC Berkeley,EART Library,Earth North,143,190
10/25/17 12:00 AM,UC Berkeley,EART Library,Earth South,165,117
10/25/17 12:00 AM,UC Berkeley,MOFF Library,Moffit Entry,5322,117
10/25/17 12:00 AM,UC Berkeley,MOFF Library,Moffit Exit,19,4792
10/25/17 12:00 AM,UC Berkeley,MOFF Library,Moffitt 4th,4074,4293
10/25/17 12:00 AM,UC Berkeley,NEWS Library,News,101,101
10/26/17 12:00 AM,UC Berkeley,BANC Library,Bancroft,641,658
10/26/17 12:00 AM,UC Berkeley,DOE Library,Doe North,1959,1947
10/26/17 12:00 AM,UC Berkeley,DOE Library,Doe South,1672,1728
10/26/17 12:00 AM,UC Berkeley,DOE STACKS,Moffit Corridor,1689,1658
10/26/17 12:00 AM,UC Berkeley,DOE STACKS,Stacks East,917,985
10/26/17 12:00 AM,UC Berkeley,EAL Library,EAL,0,0
10/26/17 12:00 AM,UC Berkeley,EART Library,Earth North,111,121
10/26/17 12:00 AM,UC Berkeley,EART Library,Earth South,143,137
10/26/17 12:00 AM,UC Berkeley,MOFF Library,Moffit Entry,4691,88
10/26/17 12:00 AM,UC Berkeley,MOFF Library,Moffit Exit,16,4190
10/26/17 12:00 AM,UC Berkeley,MOFF Library,Moffitt 4th,3424,3962
10/26/17 12:00 AM,UC Berkeley,NEWS Library,News,100,98
10/27/17 12:00 AM,UC Berkeley,BANC Library,Bancroft,536,585
10/27/17 12:00 AM,UC Berkeley,DOE Library,Doe North,1715,1672
10/27/17 12:00 AM,UC Berkeley,DOE Library,Doe South,1399,1510
10/27/17 12:00 AM,UC Berkeley,DOE STACKS,Moffit Corridor,1051,898
10/27/17 12:00 AM,UC Berkeley,DOE STACKS,Stacks East,732,797
10/27/17 12:00 AM,UC Berkeley,EAL Library,EAL,0,0
10/27/17 12:00 AM,UC Berkeley,EART Library,Earth North,99,97
10/27/17 12:00 AM,UC Berkeley,EART Library,Earth South,94,96
10/27/17 12:00 AM,UC Berkeley,MOFF Library,Moffit Entry,2694,83
10/27/17 12:00 AM,UC Berkeley,MOFF Library,Moffit Exit,26,2515
10/27/17 12:00 AM,UC Berkeley,MOFF Library,Moffitt 4th,2418,3038
10/27/17 12:00 AM,UC Berkeley,NEWS Library,News,93,91
10/28/17 12:00 AM,UC Berkeley,BANC Library,Bancroft,3,3
10/28/17 12:00 AM,UC Berkeley,DOE Library,Doe North,1126,980
10/28/17 12:00 AM,UC Berkeley,DOE Library,Doe South,546,587
10/28/17 12:00 AM,UC Berkeley,DOE STACKS,Moffit Corridor,1118,1001
10/28/17 12:00 AM,UC Berkeley,DOE STACKS,Stacks East,452,348
10/28/17 12:00 AM,UC Berkeley,EAL Library,EAL,0,0
10/28/17 12:00 AM,UC Berkeley,EART Library,Earth North,0,0
10/28/17 12:00 AM,UC Berkeley,EART Library,Earth South,0,0
10/28/17 12:00 AM,UC Berkeley,MOFF Library,Moffit Entry,2027,42
10/28/17 12:00 AM,UC Berkeley,MOFF Library,Moffit Exit,19,1985
10/28/17 12:00 AM,UC Berkeley,MOFF Library,Moffitt 4th,1536,1629
10/28/17 12:00 AM,UC Berkeley,NEWS Library,News,0,0
10/29/17 12:00 AM,UC Berkeley,BANC Library,Bancroft,3,3
10/29/17 12:00 AM,UC Berkeley,DOE Library,Doe North,1113,1007
10/29/17 12:00 AM,UC Berkeley,DOE Library,Doe South,525,641
10/29/17 12:00 AM,UC Berkeley,DOE STACKS,Moffit Corridor,1270,1463
10/29/17 12:00 AM,UC Berkeley,DOE STACKS,Stacks East,525,554
10/29/17 12:00 AM,UC Berkeley,EAL Library,EAL,0,0
10/29/17 12:00 AM,UC Berkeley,EART Library,Earth North,2,2
10/29/17 12:00 AM,UC Berkeley,EART Library,Earth South,1,1
10/29/17 12:00 AM,UC Berkeley,MOFF Library,Moffit Entry,3000,59
10/29/17 12:00 AM,UC Berkeley,MOFF Library,Moffit Exit,25,2678
10/29/17 12:00 AM,UC Berkeley,MOFF Library,Moffitt 4th,2801,2311
10/29/17 12:00 AM,UC Berkeley,NEWS Library,News,0,0
10/30/17 12:00 AM,UC Berkeley,BANC Library,Bancroft,713,777
10/30/17 12:00 AM,UC Berkeley,DOE Library,Doe North,2186,2171
10/30/17 12:00 AM,UC Berkeley,DOE Library,Doe South,1780,1900
10/30/17 12:00 AM,UC Berkeley,DOE STACKS,Moffit Corridor,2006,2132
10/30/17 12:00 AM,UC Berkeley,DOE STACKS,Stacks East,1010,1085
10/30/17 12:00 AM,UC Berkeley,EAL Library,EAL,0,0
10/30/17 12:00 AM,UC Berkeley,EART Library,Earth North,143,216
10/30/17 12:00 AM,UC Berkeley,EART Library,Earth South,207,140
10/30/17 12:00 AM,UC Berkeley,MOFF Library,Moffit Entry,5219,81
10/30/17 12:00 AM,UC Berkeley,MOFF Library,Moffit Exit,23,4668
10/30/17 12:00 AM,UC Berkeley,MOFF Library,Moffitt 4th,4112,4254
10/30/17 12:00 AM,UC Berkeley,NEWS Library,News,117,121
10/31/17 12:00 AM,UC Berkeley,BANC Library,Bancroft,670,698
10/31/17 12:00 AM,UC Berkeley,DOE Library,Doe North,1902,1761
10/31/17 12:00 AM,UC Berkeley,DOE Library,Doe South,1643,1824
10/31/17 12:00 AM,UC Berkeley,DOE STACKS,Moffit Corridor,1847,1791
